idcomm,name,dname,zone,type,announce,ownership,area,agency,num_male,num_female,num_family,num_board,num_house
103401029,ชุมชนหมู่บ้านฮอลลีวู้ด,สวนหลวง,กรุงเทพใต้,ชุมชนเมือง,21-มิ.ย.-39,ตนเอง,10,,293,399,269,20,269
103401014,ชุมชนหลังวัดปากบ่อ,สวนหลวง,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,ตนเองและเช่า,30,,816,902,235,9,235
103401015,ชุมชนหลังสถานีรถไฟหัวหมาก,สวนหลวง,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,ตนเอง,35,,302,298,226,7,226
103401016,ชุมชนหัวป่า,สวนหลวง,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,เช่า,20,,"1,281.00","1,200.00",330,14,330
103401017,ชุมชนหัวหมากเกาะกลาง,สวนหลวง,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,ตนเอง,16,,378,390,94,7,94
103401018,ชุมชนแหลมทองพัฒนา,สวนหลวง,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,ตนเอง,20,,729,640,185,8,185
103401019,ชุมชนอัลกุ๊บรอ,สวนหลวง,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,ตนเองและเช่า,17,,474,445,160,8,160
103401020,ชุมชนอัลเอี๊ยะติซอม,สวนหลวง,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,เช่า,20,,946,"1,062.00",276,17,276
103401021,ชุมชนเอื้ออารีย์,สวนหลวง,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,ตนเองและเช่า,18,,738,823,134,9,134
104401018,ชุมชนคลองเจ๊กพัฒนา,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,3-ก.พ.-43,ตนเอง,200,,156,201,66,7,66
104401003,ชุมชนคลองทับช้างล่าง,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,22-พ.ค.-38,ตนเอง,60,,260,277,129,8,129
104401025,ชุมชนคลองบ้านม้าหมู่ 10,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,26-มี.ค.-53,ตนเอง,100,,123,131,64,7,64
104401013,ชุมชนคลองแม่จันทร์,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,15-ม.ค.-42,ตนเอง,50,,86,80,36,7,36
104401004,ชุมชนซาอาดะห์,สะพานสูง,กรุงเทพตะวันออก,ชุมชนแออัด,22-พ.ค.-38,เช่า,5,,150,180,86,7,86
104401005,ชุมชนทับช้างคลองบน,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,22-พ.ค.-38,ตนเอง,135,,704,706,234,10,234
104401006,ชุมชนทับช้างนาลุ่ม,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,22-พ.ค.-38,ตนเอง,25,,413,425,156,7,156
104401007,ชุมชนบ้านม้าเกาะบน,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,22-พ.ค.-38,ตนเอง,60,,100,104,74,7,74
104401008,ชุมชนบ้านม้าเกาะล่าง,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,22-พ.ค.-38,ตนเอง,80,,218,231,117,8,117
104401010,ชุมชนมัสยิดย่ามีลุ้ลอิบาดะห์,สะพานสูง,กรุงเทพตะวันออก,ชุมชนแออัด,20-ก.ค.-41,เช่า,60,,467,593,174,9,174
104401020,ชุมชนมุสลิมสัมพันธ์,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,5-พ.ย.-47,ตนเอง,15,,96,90,22,7,22
104401028,ชุมชนรวมใจพัฒนาวังใหญ่,สะพานสูง,กรุงเทพตะวันออก,ชุมชนเมือง,25-ต.ค.-55,ตนเอง,50,,200,207,67,7,67
104401019,ชุมชนร่วมพัฒนาหมู่ 9,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,5-ม.ค.-47,ตนเอง,50,,250,200,43,7,43
104401016,ชุมชนวังหนับอุทิศ,สะพานสูง,กรุงเทพตะวันออก,ชุมชนแออัด,5-ต.ค.-42,เช่า,10,,314,322,84,7,84
104401029,ชุมชนวังใหญ่พัฒนา,สะพานสูง,กรุงเทพตะวันออก,ชุมชนเมือง,25-ต.ค.-55,ตนเอง,300,,710,353,179,7,179
104401022,ชุมชนวัดลาดบัวขาว (ราชโยธา),สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,31-ต.ค.-50,ตนเอง,120,,245,231,86,7,86
104401023,ชุมชนสวนนกพัฒนา,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,31-ต.ค.-50,ตนเอง,100,,193,177,59,7,59
104401024,ชุมชนสะพานสูงหมู่ 14 พัฒนา,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,31-ต.ค.-50,ตนเอง,500,,233,234,89,7,89
104401015,ชุมชนสามแยกคลองหลอแหล,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,15-ก.ค.-42,ตนเอง,400,,780,890,148,13,148
104401011,ชุมชนแสงธรรมคลองมณี,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,17-ก.ย.-41,ตนเอง,220,,240,250,121,7,121
104401017,ชุมชนแสงมณี,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,5-ต.ค.-42,ตนเอง,40,,294,300,127,7,127
104401001,ชุมชนหมู่ 11 สะพานสูง,สะพานสูง,กรุงเทพตะวันออก,ชุมชนแออัด,16-ต.ค.-35,ตนเอง,15,,481,411,111,8,111
104401026,ชุมชนหมู่ 8 สะพานสูง (สุเหร่าซีรอ),สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,2-ก.ย.-53,ตนเอง,120,,447,485,91,9,91
104401012,ชุมชนหมู่บ้านเคหะนคร (เคหะธานี 4),สะพานสูง,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,25-ก.ย.-41,ตนเอง,180,,"5,805.00","6,055.00","1,909.00",15,"1,909.00"
104401009,ชุมชนหมู่บ้านนักกีฬาแหลมทอง,สะพานสูง,กรุงเทพตะวันออก,เคหะชุมชน,22-พ.ค.-38,ตนเอง,540,,"7,904.00","7,966.00","3,073.00",8,"3,073.00"
104401014,ชุมชนหลอแหลคลองใหญ่,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,14-มิ.ย.-42,ตนเอง,240,,275,255,180,7,180
104401027,ชุมชนหลอแหลสายกลาง,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,2-ก.ย.-53,ตนเอง,85,,269,239,81,7,81
104401002,ชุมชนหัวบ้านคลองบางเลา,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,16-ต.ค.-35,เช่า,50,,200,231,75,7,75
104401021,ชุมชนฮิดายะห์พัฒนา,สะพานสูง,กรุงเทพตะวันออก,ชุมชนชานเมือง,30-ม.ค.-49,ตนเอง,50,,161,198,79,7,79
101302001,ชุมชนกรมภูธเรศร์,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,1-ก.พ.-36,เช่า,1,สนง.ทรัพย์สินฯ,244,420,140,8,140
101302015,ชุมชนกุศลสามัคคี,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,16-ธ.ค.-40,ตนเองและเช่า,2,,153,289,175,8,175
101303016,ชุมชนจงสวัสดิ์,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,16-ธ.ค.-40,ตนเองและเช่า,1,,51,92,32,7,32
101303017,ชุมชนโชฎึก,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,15-พ.ย.-42,ตนเองและเช่า,1,,285,330,135,7,135
101303011,ชุมชนตรอกโพธิ์,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,6-ต.ค.-38,เช่า,2,,74,198,64,7,64
101303002,ชุมชนตลาดน้อย,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,1-ก.พ.-36,ตนเองและเช่า,3,,190,230,86,7,86
101303003,ชุมชนโปลิศสภา,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,1-ก.พ.-36,ตนเองและเช่า,5,,399,931,233,9,233
101303004,ชุมชนผู้ค้าอะไหล่เก่า,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,1-ก.พ.-36,ตนเองและเช่า,1,,106,191,51,7,51
101302005,ชุมชนพาดสาย,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,1-ก.พ.-36,เช่า,1,,187,263,80,7,80
101302014,ชุมชนพิพากษา,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,16-ต.ค.-40,ตนเอง,2,,117,319,67,7,67
101301006,ชุมชนภิรมย์,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,1-ก.พ.-36,ตนเองและเช่า,5,,132,310,189,7,189
101301007,ชุมชนมิตรชัยภูมิ,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,1-ก.พ.-36,ตนเองและเช่า,1,,51,98,60,7,60
101301010,ชุมชนริมคลองโอ่งอ่าง,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,18-ก.ย.-38,ตนเองและเช่า,3,,129,298,94,7,94
101302018,ชุมชนเล่งบ้วยเอี๊ยะ,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,25-พ.ย.-48,ตนเองและเช่า,2,,217,311,160,7,160
101301013,ชุมชนเลื่อนฤทธิ์,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,13-มิ.ย.-40,เช่า,5,สนง.ทรัพย์สินฯ,135,290,227,10,227
101303012,ชุมชนวานิชสัมพันธ์,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,8-พ.ย.-38,ตนเองและเช่า,1,,102,318,45,7,45
101301008,ชุมชนสะพานหัน,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,1-ก.พ.-36,ตนเองและเช่า,2,,101,209,95,7,95
101301009,ชุมชนอิสรานุภาพ,สัมพันธวงศ์,กรุงเทพกลาง,ชุมชนเมือง,30-มิ.ย.-38,เช่า,2,,95,188,63,7,63
102803023,ชุมชนกองพันทหารสื่อสารที่ 1 รักษาพระองค์,สาทร,กรุงเทพใต้,ชุมชนเมือง,2-ธ.ค.-46,สวัสดิการ,6,กลาโหม,229,232,150,7,150
102801001,ชุมชนกิ่งจันทร์,สาทร,กรุงเทพใต้,ชุมชนแออัด,7-ก.ค.-35,ตนเองและเช่า,2,,144,124,46,7,46
102801002,ชุมชนกุศลทอง,สาทร,กรุงเทพใต้,ชุมชนแออัด,7-ก.ค.-35,ตนเองและเช่า,13,,670,712,206,9,206
102801021,ชุมชนจันทร์ร่ำรวย,สาทร,กรุงเทพใต้,ชุมชนแออัด,30-พ.ย.-41,เช่า,2.5,สนง.ทรัพย์สินฯ,192,173,63,7,63
102802003,ชุมชนเซ็นต์หลุยส์ 3,สาทร,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,ตนเอง,8,,151,121,56,7,56
102801015,ชุมชนดอนกุศลพัฒนา,สาทร,กรุงเทพใต้,ชุมชนเมือง,14-ต.ค.-40,ตนเองและเช่า,25,,900,"1,050.00",380,7,380
102801016,ชุมชนดอนกุศลร่วมใจ,สาทร,กรุงเทพใต้,ชุมชนเมือง,14-ต.ค.-40,ตนเองและเช่า,15,,248,312,94,11,94
102801020,ชุมชนท้ายซอยจันทร์ 31,สาทร,กรุงเทพใต้,ชุมชนหมู่บ้านจัดสรร,2-ต.ค.-41,ตนเอง,6,,422,343,97,7,97
102802017,ชุมชนบ้านแบบ,สาทร,กรุงเทพใต้,ชุมชนแออัด,26-พ.ย.-40,ตนเองและเช่า,11,,669,711,345,8,345
102803025,ชุมชนบ้านมั่นคงสวนพูล,สาทร,กรุงเทพใต้,ชุมชนเมือง,9-ก.พ.-53,เช่า,6.2,กรมธนารักษ์,456,495,249,12,249
102803026,ชุมชนบ้านเอื้ออาทรสวนพลูพัฒนา,สาทร,กรุงเทพใต้,ชุมชนอาคารสูง,8-พ.ค.-56,ตนเอง,10,,709,"1,023.00",558,15,558
102801024,ชุมชนปู่เหลี่ยม,สาทร,กรุงเทพใต้,ชุมชนเมือง,28-ก.พ.-49,ตนเอง,8,,255,253,83,7,83
102802004,ชุมชนพระยานคร,สาทร,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,ตนเองและเช่า,5,,160,190,75,7,75
102803005,ชุมชนพัฒนสิน,สาทร,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,ตนเองและเช่า,8,,482,498,180,9,180
102801006,ชุมชนมิตรสามัคคี,สาทร,กรุงเทพใต้,ชุมชนแออัด,7-ก.ค.-35,ตนเองและเช่า,2,,149,145,38,7,38
102801007,ชุมชนร่วมพัฒนาวรพจน์ 1,สาทร,กรุงเทพใต้,ชุมชนแออัด,7-ก.ค.-35,สวัสดิการ,10,,681,689,132,9,132
102802018,ชุมชนโรงน้ำแข็ง,สาทร,กรุงเทพใต้,ชุมชนเมือง,26-พ.ย.-40,ตนเองและเช่า,20,,"1,722.00","2,058.00",485,9,485
102801008,ชุมชนวรรัตน์สัมพันธ์,สาทร,กรุงเทพใต้,ชุมชนหมู่บ้านจัดสรร,7-ก.ค.-35,ตนเองและเช่า,80,,"3,773.00","4,352.00","1,200.00",19,"1,200.00"
102801009,ชุมชนวัดปรก,สาทร,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,ตนเองและเช่า,40,,"1,159.00","1,091.00",363,8,363
102802019,ชุมชนศรีสุริโยทัย,สาทร,กรุงเทพใต้,ชุมชนเมือง,6-ส.ค.-41,ตนเองและเช่า,8.2,,360,378,123,7,123
102801010,ชุมชนแสงจันทร์ใน,สาทร,กรุงเทพใต้,ชุมชนแออัด,7-ก.ค.-35,ตนเองและเช่า,6,,396,462,158,7,158
102803022,ชุมชนหน้าสมาคมธรรมศาสตร์,สาทร,กรุงเทพใต้,ชุมชนแออัด,30-พ.ย.-41,บุกรุก,6,กรมธนารักษ์,387,374,123,7,123
102801012,ชุมชนหมู่บ้านจันทรานิเวศน์,สาทร,กรุงเทพใต้,ชุมชนหมู่บ้านจัดสรร,28-พ.ย.-39,ตนเอง,20,,356,476,121,7,121
102801011,ชุมชนหมู่บ้านเจริญสุขใจ,สาทร,กรุงเทพใต้,ชุมชนหมู่บ้านจัดสรร,7-ก.ย.-39,ตนเอง,12,,487,645,134,8,134
102801014,ชุมชนหมู่บ้านชวนชื่น,สาทร,กรุงเทพใต้,ชุมชนหมู่บ้านจัดสรร,23-พ.ค.-40,ตนเอง,7.5,,312,428,74,7,74
102801013,ชุมชนหมู่บ้านเย็นจิตร์,สาทร,กรุงเทพใต้,ชุมชนหมู่บ้านจัดสรร,28-พ.ย.-39,ตนเอง,12,,372,456,134,7,134
104203002,ชุมชน กสบ. หมู่ 5,สายไหม,กรุงเทพเหนือ,ชุมชนแออัด,18-ธ.ค.-35,ตนเอง,36,,687,813,215,9,215
104201074,ชุมชนกม.25-26,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,5-ส.ค.-56,ตนเอง,476,,"1,336.00","1,689.00","1,170.00",14,"1,170.00"
104203003,ชุมชนกรุณาพัฒนา,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,18-ธ.ค.-35,ตนเอง,10,,144,156,91,7,91
104202042,ชุมชนการเคหะพรพระร่วงประสิทธิ์,สายไหม,กรุงเทพเหนือ,เคหะชุมชน,8-มี.ค.-41,เช่า,34,การเคหะฯ,734,418,317,11,317
104202004,ชุมชนเคหะรัชดา-ออเงิน,สายไหม,กรุงเทพเหนือ,ชุมชนชานเมือง,18-ธ.ค.-35,ตนเอง,9,,120,180,83,7,83
104203050,ชุมชนใจรัก,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,5-ก.ค.-42,เช่า,11,กรมธนารักษ์,304,401,228,7,228
104203005,ชุมชนซอยทหารอากาศ,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,18-ธ.ค.-35,ตนเอง,35,,432,539,260,8,260
104203065,ชุมชนดวงมณี,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,19-มิ.ย.-49,ตนเอง,20,,"1,359.00","1,677.00",246,10,246
104203029,ชุมชนดอนเมืองวิลล่า,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,14-ธ.ค.-38,ตนเอง,45,,950,940,413,7,413
104201054,ชุมชนทองสถิตวิลล่า 52,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,16-ส.ค.-42,ตนเอง,28,,560,484,261,8,261
104203063,ชุมชนทองสถิตวิลล่า 6,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,10-ส.ค.-47,ตนเอง,8,,258,379,261,8,261
104203006,ชุมชนทองอยู่ร่วมใจ,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,18-ธ.ค.-35,ตนเอง,3,,92,103,65,7,65
104203007,ชุมชนทิมเรืองเวช,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,18-ธ.ค.-35,ตนเอง,50,,"1,200.00","1,800.00",500,9,500
104203076,ชุมชนธาราทิพย์พัฒนา,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,20-ส.ค.-57,ตนเองและเช่า,40,,265,334,170,8,170
104203030,ชุมชนเธียรสวนพัฒนา 33,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,14-ธ.ค.-38,ตนเอง,40,,700,"1,300.00",250,9,250
104201060,ชุมชนนภากาศ,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,13-ก.ย.-45,ตนเอง,30,,91,91,52,7,52
104201055,ชุมชนประชานุกูล,สายไหม,กรุงเทพเหนือ,ชุมชนชานเมือง,16-ส.ค.-42,ตนเอง,75,,807,942,335,11,335
104202008,ชุมชนพรพระร่วงพัฒนา,สายไหม,กรุงเทพเหนือ,ชุมชนชานเมือง,18-ธ.ค.-35,ตนเอง,6,,216,214,74,7,74
104201072,ชุมชนพหลโยธิน 66 รวมใจพัฒนา,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,3-ม.ค.-56,ตนเอง,30,,164,189,108,7,108
104203061,ชุมชนพูนทรัพย์ (ใต้สะพานโซน 4),สายไหม,กรุงเทพเหนือ,เคหะชุมชน,13-ก.ย.-45,เช่า,18,การเคหะฯ,430,482,192,8,192
104203031,ชุมชนเพิ่มสิน (ซอยถมยาสามัคคี),สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,14-ธ.ค.-38,เช่า,50,กรมธนารักษ์,331,357,165,7,165
104203039,ชุมชนเพิ่มสินทรัพย์,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,5-ธ.ค.-40,ตนเอง,35,,715,945,386,12,386
104201075,ชุมชนมารวย 1,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,10-เม.ย.-57,ตนเอง,24,,506,426,297,,297
104203009,ชุมชนเมตตาพหลโยธิน 50,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,18-ธ.ค.-35,ตนเอง,7,,196,206,117,7,117
104203043,ชุมชนแม่บ้านร่วมใจพัฒนา,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,24-เม.ย.-41,ตนเอง,40,,300,335,144,7,144
104203010,ชุมชนร่วมใจสามัคคี,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,18-ธ.ค.-35,ตนเอง,32,,400,480,228,10,228
104203011,ชุมชนรวมใจสามัคคี (หนองผักชี),สายไหม,กรุงเทพเหนือ,ชุมชนแออัด,18-ธ.ค.-35,ตนเอง,15,,300,350,152,8,152
104203036,ชุมชนรวมมิตรสัมพันธ์ (ซอยเธียรสวน 1),สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,7-ก.ย.-39,ตนเอง,26,,385,480,168,8,168
104203066,ชุมชนรุ่งเรืองเฮาส์,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,10-ก.ค.-50,ตนเอง,29,,759,831,422,13,422
104202056,ชุมชนวัชรพล 3,สายไหม,กรุงเทพเหนือ,เคหะชุมชน,24-ม.ค.-45,เช่า,90,การเคหะฯ,857,943,450,14,450
104203012,ชุมชนวัดลุ่มเจริญศรัธา,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,18-ธ.ค.-35,เช่า,53,กรมการศาสนา,810,929,400,13,400
104202013,ชุมชนวัดหนองใหญ่,สายไหม,กรุงเทพเหนือ,ชุมชนชานเมือง,18-ธ.ค.-35,เช่า,7,กรมการศาสนา,214,176,81,7,81
104203014,ชุมชนศาลเจ้าพ่อสมบุญ,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,18-ธ.ค.-35,ตนเอง,60,,473,590,231,10,231
104202035,ชุมชนสหชุมชนโครงการ 1,สายไหม,กรุงเทพเหนือ,ชุมชนชานเมือง,3-มิ.ย.-39,ตนเอง,4,,100,115,53,7,53
104203077,ชุมชนสะพานดวงมณีพัฒนา,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,12-ม.ค.-58,ตนเอง,50,,642,325,132,,134
104203079,ชุมชนสัมพันธ์สายน้ำผึ้ง,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,17-ธ.ค.-58,ตนเอง,35,,281,332,187,,187
104201052,ชุมชนสายไหมพัฒนา,สายไหม,กรุงเทพเหนือ,ชุมชนชานเมือง,7-ก.ค.-42,ตนเอง,40,,301,359,215,8,215
104203015,ชุมชนเสนาวัฒนา,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,18-ธ.ค.-35,ตนเอง,60,,510,942,431,13,431
104202070,ชุมชนเสือใหญ่,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,23-ส.ค.-54,ตนเอง,3,,144,167,76,7,76
104201064,ชุมชนหมู่บ้าน กม.24,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,29-พ.ค.-49,ตนเอง,45.5,,313,379,204,9,204
104201044,ชุมชนหมู่บ้าน ทอส.10,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,24-เม.ย.-41,ตนเอง,40.8,,102,131,73,7,73
104201016,ชุมชนหมู่บ้านเก้าแสนห้าสัมพันธ์,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,18-ธ.ค.-35,ตนเอง,35.8,,678,674,290,10,290
104203051,ชุมชนหมู่บ้านเกาะแก้ววิลล่า,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,5-ก.ค.-42,ตนเอง,15,,200,300,210,9,210
104201017,ชุมชนหมู่บ้านเจริญวงศ์,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,18-ธ.ค.-35,ตนเอง,15,,190,230,100,7,100
104201034,ชุมชนหมู่บ้านชลลดา,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,6-มี.ค.-39,ตนเอง,215,,"1,073.00","1,355.00",620,7,620
104201053,ชุมชนหมู่บ้านซิลค์วิลเลจ,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,7-ก.ค.-42,ตนเอง,40,,"1,050.00","1,238.00",451,9,451
104203018,ชุมชนหมู่บ้านซื่อตรง,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,18-ธ.ค.-35,ตนเอง,40,,322,358,485,13,485
104203047,ชุมชนหมู่บ้านณัฐกานต์,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,7-พ.ค.-42,ตนเอง,63,,926,"1,069.00",724,15,724
104201019,ชุมชนหมู่บ้านทัพฟ้า,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,18-ธ.ค.-35,ตนเอง,30,,298,399,180,7,180
104201020,ชุมชนหมู่บ้านเทพทิพย์นิเวศน์,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,18-ธ.ค.-35,ตนเอง,50,,350,490,184,9,184
104203040,ชุมชนหมู่บ้านเทพนครนิเวศน์,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,5-ธ.ค.-40,ตนเอง,35,,350,330,137,7,137
104201021,ชุมชนหมู่บ้านพลายรัตนะ,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,18-ธ.ค.-35,ตนเอง,62,,250,271,191,9,191
104203057,ชุมชนหมู่บ้านพัฒนา 52,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,24-ม.ค.-45,ตนเอง,25,,265,283,167,8,167
104203022,ชุมชนหมู่บ้านพัฒนาหมู่ 1,สายไหม,กรุงเทพเหนือ,ชุมชนแออัด,18-ธ.ค.-35,ตนเอง,50,,680,805,386,12,386
104203023,ชุมชนหมู่บ้านพัฒนาหมู่ 2,สายไหม,กรุงเทพเหนือ,ชุมชนแออัด,18-ธ.ค.-35,ตนเอง,50,,519,565,420,8,420
104203024,ชุมชนหมู่บ้านพัฒนาหมู่ 3,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,18-ธ.ค.-35,ตนเอง,30,,350,400,175,9,175
104203037,ชุมชนหมู่บ้านเพิ่มสิน 1 - 2,สายไหม,กรุงเทพเหนือ,ชุมชนเมือง,12-พ.ค.-40,ตนเอง,180,,630,497,432,12,432
104201058,ชุมชนหมู่บ้านมนชญา 1,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,11-มี.ค.-45,ตนเอง,20,,715,593,344,7,344
104201001,ชุมชนหมู่บ้านมัณฑวรรณ,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,18-ก.ค.-35,ตนเอง,35,,185,198,133,8,133
104203073,ชุมชนหมู่บ้านระเบียงทอง 3,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,15-พ.ค.-56,ตนเอง,32,,369,368,227,7,227
104202068,ชุมชนหมู่บ้านริมอินทรา,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,19-ต.ค.-50,ตนเอง,30,,286,226,121,7,121
104201048,ชุมชนหมู่บ้านเลิศปิยะวรรณ,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,7-พ.ค.-42,ตนเอง,40,,229,277,126,7,126
104203032,ชุมชนหมู่บ้านเลิศอุบล,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,14-ธ.ค.-38,ตนเอง,10,,380,483,293,8,293
104201045,ชุมชนหมู่บ้านศิรินคร,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,24-เม.ย.-41,ตนเอง,25,,406,420,264,7,264
104201041,ชุมชนหมู่บ้านสายทิพย์,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,15-ม.ค.-41,ตนเอง,20,,162,179,115,7,115
104201059,ชุมชนหมู่บ้านสายไหม,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,11-มี.ค.-45,ตนเอง,20,,167,211,144,7,144
104201069,ชุมชนหมู่บ้านสายไหมวิลล่า,สายไหม,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,1-ก.ค.-52,ตนเอง,26,,211,259,126,7,126
